Nama,NIM,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
Nama_2104,NIM_8028916,1,4,1,2,2,1,3,3,3,1,3,3,2,1,4,3,2,4,1,1,2,3,3,4,5,1,2,1,2,5,2,4,3,2,3,3,2,2,4,2
Nama_3296,NIM_4866562,1,5,2,3,1,4,3,3,2,4,3,5,2,3,5,4,3,4,3,1,1,2,2,2,5,4,3,1,2,3,1,5,1,3,1,3,1,3,3,3
Nama_8173,NIM_2708074,3,4,4,1,1,3,1,2,3,4,2,4,3,1,4,3,4,4,3,2,3,3,4,3,3,3,4,2,2,2,1,5,2,3,2,5,2,3,4,2
Nama_4931,NIM_7958668,2,5,1,3,3,3,1,4,1,5,1,5,3,3,5,4,1,3,3,2,2,4,3,5,5,4,4,2,2,3,2,5,1,3,1,4,2,4,4,4
Nama_9010,NIM_4179176,1,4,1,3,4,3,1,4,1,3,4,5,4,4,4,5,1,4,1,1,3,3,5,1,3,1,2,3,4,4,1,3,3,2,3,4,1,4,2,2
Nama_8735,NIM_5415470,2,5,1,3,2,3,1,3,2,4,2,4,3,5,5,4,1,3,3,3,2,3,2,4,4,2,3,1,3,4,1,4,2,2,2,3,3,5,5,3
Nama_5937,NIM_5608495,2,5,1,4,1,1,1,2,2,3,4,5,3,4,4,2,3,4,2,1,3,2,4,2,4,3,2,1,4,3,2,5,2,3,3,4,3,5,4,3
Nama_9904,NIM_8376631,2,3,3,3,3,3,3,3,2,4,2,5,2,2,4,3,2,3,3,1,2,5,4,3,5,4,2,2,2,3,1,3,2,3,1,2,1,4,4,3
Nama_7718,NIM_5367713,2,5,1,2,1,3,1,3,1,4,1,5,4,4,5,4,2,2,3,1,1,2,3,3,3,2,2,1,2,5,3,5,3,4,1,5,1,4,1,3
Nama_6344,NIM_2575561,1,4,1,3,1,4,2,4,3,2,2,5,1,2,5,2,2,5,3,1,3,3,5,2,3,1,2,1,4,2,2,5,1,2,2,4,2,5,1,1
Nama_5132,NIM_5034113,1,5,1,3,1,3,3,3,1,3,3,5,3,3,5,4,4,4,3,2,2,3,5,2,3,2,3,1,3,4,1,3,1,2,1,3,4,4,3,2
Nama_4423,NIM_8287829,2,5,1,1,1,3,2,3,3,2,3,5,2,2,5,2,5,4,2,1,3,3,3,4,3,3,2,2,3,5,1,3,2,2,2,3,4,4,1,2
Nama_6859,NIM_6272730,2,5,2,3,1,3,1,5,3,4,4,5,4,1,4,5,1,3,3,2,2,5,3,3,3,1,2,1,1,5,2,5,2,2,3,2,1,3,4,2
Nama_6919,NIM_1054063,1,5,3,3,1,2,3,5,2,3,3,5,4,2,3,3,2,1,2,2,3,3,3,2,3,3,4,2,2,3,3,5,2,3,1,1,1,5,3,3
Nama_5908,NIM_4768418,2,5,3,3,1,3,1,3,2,4,1,3,2,2,4,5,3,4,2,1,2,5,4,4,5,3,3,1,2,3,2,3,2,3,2,2,1,4,1,2
Nama_9875,NIM_4807438,2,3,1,2,2,4,2,3,2,5,2,3,2,4,4,3,2,4,3,2,4,2,3,2,4,3,2,1,3,4,2,2,4,3,2,2,1,4,2,2
Nama_9905,NIM_4551885,1,5,1,4,2,1,1,3,3,5,4,4,3,4,5,5,3,4,2,1,2,3,3,3,3,3,3,1,3,5,2,4,3,3,3,4,2,5,3,2
Nama_6689,NIM_3619434,3,5,1,3,1,3,1,4,2,4,2,3,4,2,4,3,2,3,4,2,2,2,3,2,3,4,4,1,2,4,3,4,5,2,2,2,1,3,4,2
Nama_4817,NIM_4903203,2,5,2,3,1,2,2,4,2,5,2,5,3,3,4,4,1,5,3,3,3,3,5,2,1,3,3,3,2,4,2,5,2,3,4,1,1,5,5,4
Nama_5805,NIM_6504466,1,5,3,3,1,2,2,4,2,4,4,5,2,2,4,3,1,4,1,2,2,5,3,2,4,1,3,1,3,5,2,4,4,5,3,2,2,3,5,3
Nama_5237,NIM_5604952,2,4,1,3,1,2,2,4,3,3,3,4,1,2,5,2,3,4,3,2,1,4,4,3,5,2,2,1,2,2,2,2,3,1,1,3,3,5,3,2
Nama_8313,NIM_8357921,2,3,2,2,1,2,1,3,2,3,2,1,2,3,4,4,3,5,3,1,2,3,4,3,3,4,1,1,3,4,3,5,1,4,1,2,1,4,2,3
Nama_9689,NIM_6342232,3,4,1,2,1,1,1,5,2,3,2,5,2,2,5,5,2,2,2,1,1,4,4,1,3,3,2,2,2,4,3,5,1,3,4,3,1,3,3,2
Nama_1901,NIM_8721204,1,4,3,2,3,2,1,3,1,5,3,4,2,1,4,3,3,4,2,1,2,3,4,1,4,3,2,2,3,2,3,4,3,3,3,2,2,5,4,4
Nama_2990,NIM_2342423,1,4,2,3,2,3,2,4,3,4,3,3,2,1,3,3,2,3,1,2,2,4,3,2,4,2,3,2,1,4,1,3,2,3,1,3,2,5,4,2
Nama_6177,NIM_6274140,3,5,3,2,2,3,3,3,4,5,3,5,1,3,5,4,3,4,2,1,2,3,3,2,4,3,1,2,2,5,1,5,3,2,2,3,1,4,3,2
Nama_2004,NIM_7104818,2,4,2,3,2,2,3,5,1,1,2,4,1,2,5,4,3,5,3,1,4,3,2,4,5,2,2,2,1,3,2,4,4,3,2,3,2,4,5,2
Nama_7068,NIM_2590347,3,4,1,2,2,4,3,5,1,4,3,3,3,1,4,2,5,3,3,2,2,5,3,1,3,1,2,1,2,4,4,5,2,5,4,3,2,5,1,1
Nama_3976,NIM_9741178,1,5,1,3,3,2,3,3,2,3,4,4,2,2,4,4,3,3,3,2,2,4,3,3,3,2,3,3,3,5,3,3,2,4,3,2,2,5,3,2
Nama_3533,NIM_6911570,2,5,2,4,1,2,1,3,2,3,4,4,3,2,5,5,1,3,2,1,3,5,4,2,3,4,1,2,4,3,2,3,3,3,3,2,1,5,5,3
Nama_7403,NIM_6725548,2,5,1,4,1,3,1,4,3,5,3,5,1,2,4,2,3,2,2,1,2,2,3,4,3,2,3,2,4,3,2,3,2,2,1,3,2,5,2,2
Nama_3773,NIM_2218188,3,2,3,1,1,3,2,4,3,3,4,5,4,2,2,5,3,4,2,1,2,4,2,3,5,2,1,1,3,4,3,5,1,1,3,2,3,4,4,2
Nama_5094,NIM_9545778,3,5,4,4,2,3,3,4,3,5,2,4,3,2,5,1,2,4,2,3,3,3,4,1,4,4,2,2,2,3,3,5,5,3,1,5,1,4,4,3
Nama_1446,NIM_5946346,2,5,1,1,1,2,1,2,3,4,4,5,3,5,4,3,2,3,1,1,3,5,2,1,3,3,2,1,1,3,2,5,3,4,3,2,2,3,4,3
Nama_6760,NIM_6174580,2,4,1,3,3,3,2,2,3,5,3,4,1,3,5,5,2,3,2,1,3,3,4,3,3,2,4,2,4,4,1,4,2,4,4,2,2,4,2,2
Nama_7197,NIM_8169413,1,5,3,3,1,2,3,4,1,3,3,4,2,2,5,4,3,4,3,1,2,3,3,2,3,3,2,1,4,3,4,5,1,1,3,2,2,5,2,4
Nama_4528,NIM_6361400,3,5,1,4,3,2,2,2,2,3,2,3,4,4,5,4,2,4,3,3,3,4,4,1,5,3,3,2,3,5,1,5,3,2,4,3,2,5,4,3
Nama_7304,NIM_2016306,1,5,2,4,2,3,1,4,2,3,3,4,2,4,4,5,4,5,2,2,3,4,3,4,4,2,1,3,2,3,1,5,2,3,3,2,2,5,5,3
Nama_7464,NIM_2888341,1,4,2,1,1,3,1,3,2,5,3,4,3,3,3,4,2,5,2,1,3,2,1,2,5,2,3,1,3,4,2,5,1,2,2,3,1,5,4,4
Nama_4876,NIM_1681660,2,5,1,3,3,3,1,3,3,3,1,4,2,3,3,4,4,3,3,1,3,4,3,1,4,2,1,2,4,5,1,3,2,3,2,1,2,4,4,3
Nama_1047,NIM_9969515,1,5,1,2,3,1,1,2,2,4,4,3,3,1,4,4,1,3,2,1,2,3,3,2,4,3,4,1,1,1,3,4,3,3,3,4,2,5,3,3
Nama_5086,NIM_3945353,1,5,1,1,1,2,2,3,3,2,3,4,2,3,4,3,1,4,1,1,2,5,3,4,5,2,2,1,2,4,1,5,3,3,3,3,1,4,5,3
Nama_2791,NIM_3316175,2,5,3,2,1,3,1,5,1,4,5,5,3,3,4,4,1,2,2,2,1,4,4,3,2,3,2,1,2,2,1,5,4,3,3,4,3,5,3,1
Nama_3915,NIM_2550271,3,4,3,2,1,3,3,4,4,4,3,5,3,5,5,4,3,2,2,1,2,5,4,3,3,1,2,1,1,4,1,3,3,3,3,3,1,5,3,3
Nama_1158,NIM_6321576,2,5,4,3,1,4,1,2,1,3,3,5,2,2,4,5,4,5,3,3,2,4,2,3,4,1,4,2,2,4,1,4,4,1,3,1,2,5,4,3
Nama_2443,NIM_8174047,3,4,4,4,2,2,1,2,1,4,2,4,1,3,4,4,3,5,1,4,1,3,1,3,3,2,3,1,4,3,2,4,4,1,2,2,2,4,3,2
Nama_1149,NIM_2057449,1,5,2,2,2,2,1,3,2,5,3,5,4,3,5,4,2,3,2,2,1,2,4,4,5,2,1,1,4,4,2,5,3,4,1,2,2,5,2,3
Nama_1246,NIM_1844310,1,3,2,5,2,4,1,3,3,4,2,5,2,3,5,5,2,4,3,4,4,4,2,3,5,1,2,3,4,2,2,4,4,4,3,1,1,3,2,5
Nama_3499,NIM_5582487,2,4,1,4,1,4,2,3,4,3,4,5,1,2,4,3,3,2,2,2,3,3,2,2,4,1,2,1,1,2,3,5,4,2,3,3,3,5,3,3
Nama_4273,NIM_1260022,2,3,3,3,2,2,3,4,2,4,2,4,4,3,5,5,3,3,4,2,3,4,5,4,3,4,3,1,1,4,3,5,3,5,3,2,1,5,2,4
Nama_7106,NIM_4447228,1,4,1,2,1,3,1,3,3,4,3,4,3,1,4,4,2,4,3,1,3,3,4,3,2,3,3,2,3,4,1,4,3,2,2,2,1,3,3,4
Nama_2861,NIM_9250085,1,3,2,2,3,3,1,3,3,3,3,4,4,2,4,5,1,4,3,1,3,4,4,3,4,2,2,2,2,3,1,5,4,3,3,3,1,4,4,4
Nama_7212,NIM_2561354,2,4,1,4,1,2,1,3,2,4,3,5,4,2,4,2,4,4,3,1,2,4,2,2,4,1,4,2,1,3,2,5,2,2,3,3,2,5,4,3
Nama_5294,NIM_7673616,3,4,1,3,1,2,1,3,1,5,3,5,3,4,5,4,3,5,2,3,2,3,4,1,3,2,2,2,3,3,2,5,1,1,3,5,1,4,4,3
Nama_1754,NIM_4316227,3,2,1,2,1,3,1,3,1,4,3,4,3,3,5,2,1,4,2,1,2,4,4,3,4,2,2,2,3,3,3,5,1,1,2,3,2,4,5,3
Nama_1627,NIM_5439692,1,4,1,4,2,2,1,4,3,5,3,4,2,2,4,3,2,4,1,1,2,4,4,3,2,3,1,1,1,2,4,5,1,1,3,3,1,5,3,3
Nama_8561,NIM_1548409,1,5,4,4,3,1,2,4,3,2,1,4,2,2,4,3,2,3,1,2,3,2,5,2,5,3,4,2,3,4,3,5,3,1,1,2,1,4,3,3
Nama_9598,NIM_6059159,2,4,2,4,1,1,1,5,4,3,1,4,3,2,3,4,4,5,1,3,3,3,2,1,3,2,2,3,2,2,1,5,2,2,4,3,1,4,5,2
Nama_2392,NIM_2230986,1,5,3,2,1,3,3,3,3,2,2,5,3,2,5,4,3,3,2,3,3,3,2,2,3,3,2,2,1,5,1,5,2,2,2,3,1,5,3,3
Nama_6878,NIM_6572941,2,5,1,1,3,3,3,1,2,3,3,5,3,3,3,4,3,3,3,2,4,3,3,2,3,1,2,2,4,3,3,5,3,2,3,3,1,5,3,3
Nama_6218,NIM_9171294,1,4,1,3,1,2,3,5,3,3,3,4,1,4,4,4,2,4,2,1,3,3,3,3,3,2,1,3,4,3,1,5,3,2,2,3,2,5,4,3
Nama_3939,NIM_3359446,2,4,1,1,2,3,2,4,3,2,5,5,3,4,5,5,5,5,2,1,2,4,2,2,1,1,3,2,4,4,1,4,2,5,2,3,1,5,3,2
Nama_5470,NIM_9554548,2,5,2,2,1,3,2,5,1,2,2,4,2,4,5,4,2,3,3,1,3,4,4,3,4,4,3,1,1,5,1,5,4,2,2,3,2,4,4,3
Nama_3013,NIM_8908428,1,5,2,4,1,4,2,5,4,5,3,4,3,5,5,3,3,3,2,2,3,3,3,1,3,1,2,2,1,2,1,4,2,3,1,3,1,4,2,2
Nama_4981,NIM_4115810,1,4,4,2,2,1,1,3,2,5,2,5,2,2,2,3,2,3,4,1,1,2,3,2,3,1,4,2,4,3,2,2,2,2,2,3,1,3,3,3
Nama_5192,NIM_9106697,3,5,4,4,2,2,2,3,3,4,2,4,2,1,5,4,3,4,1,1,4,4,2,3,3,1,4,2,3,2,1,3,4,1,4,2,1,4,3,3
Nama_3644,NIM_6423143,1,3,1,4,2,2,1,3,1,2,2,5,2,1,5,2,3,4,5,1,3,4,2,3,3,2,2,3,2,3,1,5,3,4,4,3,2,5,2,3
Nama_6633,NIM_7757884,2,4,1,3,1,3,2,4,4,4,2,4,3,1,5,5,2,3,3,3,3,4,3,1,4,3,1,1,4,3,1,5,2,2,4,2,1,5,4,2
Nama_3687,NIM_2052647,2,5,1,2,4,2,1,4,3,4,2,4,2,2,5,3,4,3,4,1,4,4,3,2,4,3,2,1,4,4,3,4,3,4,3,1,1,3,3,2
Nama_3020,NIM_7257029,2,3,2,3,3,2,1,5,1,2,3,4,3,3,5,3,3,3,3,1,3,5,4,3,3,1,3,2,3,4,2,5,2,1,3,3,1,3,4,4
Nama_9368,NIM_7651829,1,5,2,2,2,2,2,4,2,3,3,5,2,2,5,4,3,4,2,2,1,5,3,3,5,2,5,2,3,4,1,3,1,4,2,1,1,5,4,3
Nama_5458,NIM_9866161,3,3,2,3,2,2,2,4,3,3,1,3,2,2,4,4,3,2,3,1,1,4,3,5,5,2,2,1,4,3,2,4,3,2,2,3,3,5,1,3
Nama_1700,NIM_2817736,3,4,2,1,1,3,2,4,2,4,2,5,1,5,5,1,2,4,2,1,1,4,2,3,3,3,1,1,4,3,1,4,3,1,1,1,2,3,4,3
Nama_5788,NIM_4427261,1,3,1,2,2,2,3,4,1,2,2,4,2,3,5,2,4,3,3,1,3,4,5,2,4,3,3,3,2,4,2,4,3,3,3,2,1,5,4,2
Nama_8893,NIM_3781763,3,4,3,3,1,2,1,3,1,3,2,5,3,2,4,4,2,3,2,2,1,2,3,1,3,3,4,2,3,3,1,5,3,2,1,1,2,5,5,2
Nama_6186,NIM_1733143,1,5,3,1,1,4,2,4,2,5,3,5,1,1,5,2,3,4,3,2,1,5,1,3,5,4,3,1,2,2,1,3,2,3,3,3,2,3,3,2
Nama_4791,NIM_4448914,3,5,1,3,2,1,2,5,2,4,2,5,2,3,4,2,2,5,3,1,4,2,4,4,4,2,2,2,1,3,2,4,4,1,1,2,2,5,3,2
Nama_1042,NIM_5476211,1,5,1,5,1,2,1,5,4,4,1,5,2,2,5,2,1,2,2,1,3,3,4,2,4,3,3,3,2,3,2,5,1,4,2,3,1,5,5,4
Nama_9227,NIM_8722956,2,5,2,1,2,2,1,3,2,4,4,4,1,2,5,4,5,5,2,4,3,4,5,3,4,3,2,1,1,5,3,4,3,2,3,3,1,4,3,2
Nama_8224,NIM_1444448,2,5,2,2,1,2,1,4,2,4,2,5,3,3,5,5,2,5,3,2,3,3,5,3,5,2,2,2,2,3,1,5,2,2,3,3,1,3,5,2
Nama_4372,NIM_5984945,1,5,2,3,1,3,1,3,4,3,3,3,3,2,4,3,3,3,3,1,2,4,3,3,4,3,3,1,1,5,2,4,3,2,3,2,2,4,4,5
Nama_6462,NIM_4659944,2,4,1,2,1,4,1,3,2,3,3,5,3,3,4,2,2,4,4,1,2,3,3,3,4,5,4,2,2,4,1,5,3,3,2,3,1,5,4,3
Nama_8543,NIM_2417207,1,5,3,3,2,4,2,4,1,5,3,5,3,1,2,4,2,4,2,1,2,3,2,1,4,3,1,1,2,4,2,5,2,2,1,2,1,4,2,4
Nama_3541,NIM_6187304,3,5,3,2,1,2,1,4,3,3,2,5,3,4,4,2,3,4,3,1,5,5,3,2,3,4,3,2,2,4,2,4,3,4,3,2,1,5,3,3
Nama_6370,NIM_3342235,2,5,3,2,3,2,1,4,3,3,2,4,3,3,4,4,1,4,2,1,3,4,3,2,3,3,3,1,2,4,1,5,1,2,3,2,2,3,2,3
Nama_7623,NIM_3404092,1,3,1,3,2,1,2,1,3,3,2,4,2,3,5,2,2,4,2,2,2,4,1,2,5,1,2,1,2,3,3,5,2,4,2,3,2,5,2,1
Nama_7718,NIM_3853640,1,5,3,2,2,1,1,3,4,3,3,4,3,5,5,5,3,3,3,2,3,3,3,2,5,4,5,2,2,3,1,5,3,1,2,1,2,4,3,1
Nama_3937,NIM_6436215,2,5,1,3,2,3,1,3,2,5,3,5,3,1,5,4,3,3,2,1,3,4,3,3,2,5,1,1,2,3,1,4,3,2,2,3,3,3,3,3
Nama_7045,NIM_8831510,1,4,1,4,2,1,3,4,3,4,3,4,1,5,4,4,4,3,2,2,3,4,3,2,3,4,2,2,2,5,2,5,3,2,4,1,1,4,2,2
Nama_5835,NIM_8963324,2,4,2,3,2,3,2,4,1,3,1,4,1,2,5,5,3,4,1,3,3,5,3,3,2,3,3,3,5,4,1,4,2,4,2,3,4,4,2,3
Nama_9355,NIM_9840824,2,4,2,2,2,2,2,4,2,3,4,5,1,3,3,4,2,3,3,2,2,2,4,2,3,1,1,2,2,3,3,5,3,3,1,3,3,4,5,2
Nama_6769,NIM_6855924,1,5,2,1,1,2,1,3,3,5,2,4,3,2,5,4,2,3,4,1,1,5,4,3,1,2,2,1,2,2,2,5,3,3,2,4,2,3,4,2
Nama_4690,NIM_8654487,3,5,2,2,2,3,3,4,1,2,1,4,4,4,5,4,3,5,1,3,3,4,5,3,3,2,3,1,2,4,2,4,4,3,1,3,2,5,3,2
Nama_2836,NIM_1863096,2,5,3,4,2,2,3,4,2,3,1,3,2,1,5,4,2,4,1,3,2,4,2,3,3,2,2,2,2,2,1,5,1,3,2,3,2,4,2,3
Nama_4048,NIM_6302484,2,5,1,1,1,3,1,3,2,3,1,3,2,2,5,4,1,3,3,1,1,4,3,3,4,1,4,1,1,4,1,5,3,2,2,3,1,4,4,1
Nama_6984,NIM_4690277,1,5,1,3,1,1,1,4,1,3,2,3,3,1,5,3,1,5,1,1,2,3,4,4,1,2,4,2,3,5,1,5,3,3,2,1,2,4,4,2
Nama_7344,NIM_2828746,1,5,1,3,1,2,3,4,1,3,3,5,3,2,4,5,3,3,3,1,2,3,3,4,2,2,2,2,4,4,2,5,3,2,1,4,1,3,3,2
Nama_3379,NIM_1061580,1,5,2,3,1,3,1,3,2,3,3,5,3,2,3,4,4,4,3,1,3,3,4,1,3,3,2,1,3,5,2,5,2,2,3,2,1,3,5,3
Nama_9170,NIM_4654014,1,4,2,3,1,2,3,2,4,4,4,4,5,2,5,4,3,3,1,1,2,3,4,3,3,1,3,3,3,3,2,5,1,2,2,1,4,5,2,1
Nama_1356,NIM_5004861,1,5,2,3,2,4,1,4,3,3,2,4,3,3,3,5,1,3,4,1,2,3,1,2,4,3,2,1,2,3,2,4,3,1,3,3,1,4,3,4
Nama_9361,NIM_4493300,1,5,2,1,1,3,2,2,4,3,3,5,4,2,5,4,1,3,1,2,3,5,3,2,2,3,3,2,2,3,1,3,3,2,4,2,1,3,3,3
Nama_4760,NIM_6095030,1,5,2,2,1,4,1,4,2,2,4,5,3,3,3,4,5,4,3,1,1,3,5,4,3,3,1,2,2,4,1,4,3,4,2,4,1,4,2,2
Nama_8227,NIM_7512733,1,4,1,1,2,2,1,5,3,4,3,5,4,1,3,5,3,3,3,1,3,3,5,3,4,2,3,2,2,5,1,5,3,1,4,5,2,5,4,1
Nama_5486,NIM_9598623,2,5,1,1,2,3,1,2,3,4,1,5,3,4,5,5,3,4,2,4,3,4,4,4,5,3,2,3,1,3,1,4,4,2,3,3,1,3,2,4
Nama_8529,NIM_2124318,2,4,2,3,2,2,1,4,2,5,1,3,2,3,5,4,2,3,2,3,3,5,4,2,3,3,2,2,3,3,4,5,2,3,1,3,1,5,3,2
Nama_5065,NIM_6966334,1,4,1,3,1,5,3,2,3,3,2,4,3,2,5,5,2,4,3,1,4,3,4,4,4,2,3,3,3,3,2,4,4,2,2,4,2,5,4,2
Nama_5791,NIM_2952982,3,4,1,3,2,3,1,3,2,4,4,5,4,2,4,5,2,3,4,1,3,5,4,4,4,1,3,3,3,3,2,4,4,3,3,2,3,4,5,3
Nama_9238,NIM_7281722,2,4,1,1,1,3,2,3,3,2,3,4,2,2,4,4,3,3,3,3,2,4,3,2,5,4,2,2,3,3,1,5,3,3,2,4,2,3,2,2
Nama_9577,NIM_4118599,1,5,2,2,2,3,1,3,5,4,5,4,2,3,4,4,2,3,1,1,3,4,4,2,3,1,3,4,2,3,1,4,3,3,3,4,1,4,4,3
Nama_8006,NIM_6422763,1,5,2,3,1,3,1,2,3,4,2,5,2,1,4,5,4,3,3,2,3,4,4,2,5,2,3,2,3,1,2,5,3,3,4,2,1,3,4,3
Nama_6137,NIM_2934391,3,5,1,4,2,3,2,5,5,5,1,4,2,4,4,3,2,3,2,2,2,3,3,3,2,1,1,2,1,4,2,3,3,2,3,2,2,5,5,4
Nama_8459,NIM_5073614,2,5,1,1,1,2,3,4,1,5,2,4,3,3,4,3,1,3,4,1,4,3,3,2,5,3,1,2,3,2,1,4,2,2,1,1,2,4,5,1
Nama_4562,NIM_7646742,2,4,1,2,1,1,2,3,2,3,2,5,1,3,4,5,3,5,2,3,3,4,4,3,2,3,3,1,2,2,1,5,1,1,4,2,2,5,4,3
Nama_6567,NIM_7485129,2,4,1,2,1,2,3,4,3,4,3,4,4,3,4,4,2,3,3,1,2,4,5,1,3,1,1,2,1,4,1,5,3,2,2,3,2,5,4,2
Nama_9495,NIM_9087350,2,5,2,2,1,3,1,4,3,2,2,4,4,2,5,3,3,3,1,1,3,5,2,2,4,3,2,1,3,4,2,5,1,3,3,1,2,4,5,2
Nama_3079,NIM_9313016,2,5,1,2,2,1,1,5,4,4,3,5,3,3,5,4,2,5,2,2,3,2,3,2,3,3,1,1,3,3,2,5,3,4,5,3,1,5,3,4
Nama_5098,NIM_4591521,1,4,1,2,2,3,2,2,2,3,3,5,2,1,3,4,3,3,3,1,1,3,4,2,3,2,1,2,2,2,1,5,1,4,3,2,2,4,4,1
Nama_9350,NIM_3053382,1,5,4,4,3,2,2,3,2,5,1,5,3,3,5,4,3,3,3,2,2,4,4,2,5,3,1,2,2,2,1,5,2,2,3,2,1,4,3,3
Nama_8257,NIM_5040912,1,5,2,3,1,3,3,4,4,4,4,4,3,2,3,3,3,2,3,1,2,4,3,2,3,2,3,1,1,2,1,5,3,1,3,2,1,4,3,1
Nama_8967,NIM_2089645,1,4,1,1,1,2,1,4,1,5,2,4,3,3,5,1,3,3,3,1,4,2,5,3,4,1,1,1,3,3,2,3,3,4,4,1,1,4,3,3
Nama_4447,NIM_9656359,2,5,2,4,2,1,1,2,2,3,2,3,1,1,3,4,2,3,1,1,3,4,3,2,2,2,3,1,4,5,1,4,5,3,3,3,2,4,2,2
Nama_8469,NIM_3687080,2,5,1,2,1,1,2,3,2,3,3,4,1,3,5,3,2,4,1,2,3,5,3,1,2,2,1,2,2,3,1,4,3,4,3,3,1,5,3,2
Nama_4049,NIM_7958860,1,4,2,2,1,3,2,3,3,4,3,5,2,2,4,4,1,2,2,1,1,4,4,1,3,4,2,3,2,4,2,4,2,2,2,3,3,5,5,2
Nama_1596,NIM_6900029,3,5,2,2,1,3,2,3,3,4,3,4,1,1,4,3,2,3,1,1,3,3,4,2,5,1,3,1,3,3,1,5,1,2,3,3,1,5,3,3
Nama_8466,NIM_6258081,1,5,1,3,1,2,3,3,2,5,3,5,2,2,5,3,2,2,2,1,3,4,4,1,4,2,4,1,4,3,2,4,2,3,2,4,1,5,3,1
Nama_7924,NIM_2188008,1,4,3,3,1,3,1,4,2,4,3,4,2,3,4,3,3,5,1,2,2,4,4,3,2,4,2,1,3,2,2,5,1,3,2,3,1,5,4,1
Nama_3689,NIM_2836052,1,4,1,3,1,4,1,3,3,4,4,5,2,4,4,2,2,4,3,2,2,4,5,2,4,3,3,1,3,4,1,5,3,4,4,3,3,5,3,3
Nama_2825,NIM_7827069,4,4,4,3,1,2,1,5,4,5,1,5,1,4,4,4,2,2,3,2,3,1,4,2,4,2,2,2,2,3,2,5,2,3,1,4,1,4,4,2
Nama_2704,NIM_7527515,2,5,4,3,2,3,3,5,2,3,4,3,3,3,4,3,1,3,3,1,2,3,2,4,2,3,2,1,2,3,1,4,1,4,3,2,1,5,3,1
Nama_7049,NIM_3881954,2,5,2,2,1,3,2,2,3,5,2,4,5,2,3,3,4,5,2,2,2,4,3,3,5,1,3,3,1,3,1,4,2,2,3,4,3,5,5,5
Nama_8429,NIM_3510437,1,4,2,1,1,2,1,5,3,4,4,5,3,3,4,3,2,4,3,3,3,3,4,4,3,3,2,2,3,4,1,5,1,1,3,1,2,4,2,3
Nama_6449,NIM_2782404,2,5,1,3,1,1,2,3,2,4,1,4,2,1,5,3,3,4,3,1,3,4,2,2,4,3,3,2,3,2,1,4,2,1,2,3,1,3,5,3
Nama_7990,NIM_6406986,2,5,2,2,1,3,3,3,1,5,3,5,4,1,4,4,5,3,2,2,3,5,5,1,3,3,3,2,2,4,1,5,3,3,3,2,3,5,4,3
Nama_2878,NIM_3842936,2,5,1,1,1,3,1,5,2,3,2,5,2,3,3,4,2,5,3,2,1,3,3,3,3,4,3,1,2,3,3,4,3,4,3,1,1,5,4,1
Nama_2740,NIM_3507866,3,2,3,2,1,3,1,3,2,3,3,5,3,3,4,4,4,3,3,2,2,4,3,2,3,2,1,3,2,5,2,3,2,3,2,3,1,5,3,4
Nama_7360,NIM_2366868,2,3,1,4,1,3,1,3,4,5,1,4,1,3,5,3,2,4,2,2,2,4,3,4,4,1,1,1,2,3,2,5,3,2,2,3,2,5,4,2
Nama_9331,NIM_5291995,1,5,2,3,3,3,2,2,4,3,2,5,5,5,4,5,3,4,3,2,4,2,4,1,3,3,1,1,1,3,2,5,2,4,3,4,1,5,4,1
Nama_4715,NIM_4426641,3,3,1,2,2,3,1,3,4,5,2,4,3,3,5,1,3,5,1,1,1,4,2,4,2,3,2,1,3,4,1,5,3,1,2,2,1,4,3,3
Nama_7754,NIM_6567026,1,5,3,3,3,2,2,5,3,5,3,5,3,2,4,4,2,4,3,1,2,3,4,3,3,2,1,2,2,5,1,5,2,4,4,5,2,4,4,3
Nama_9487,NIM_3230212,1,4,2,2,1,3,2,2,4,3,3,5,2,3,5,4,1,4,2,2,4,4,4,2,5,3,3,1,2,2,3,4,2,2,4,2,2,5,2,1
Nama_4706,NIM_7787517,2,4,2,2,1,2,1,5,1,5,3,5,3,4,4,4,3,3,3,1,2,5,5,3,4,3,3,2,4,5,1,5,3,3,2,2,2,5,4,2
Nama_9607,NIM_9166839,2,4,1,3,1,1,3,3,3,2,2,4,3,3,3,2,3,5,4,1,2,4,4,3,3,3,3,2,3,5,2,5,2,3,3,3,1,4,3,4
Nama_4609,NIM_3764849,1,4,1,2,1,1,2,4,3,4,3,5,3,4,4,4,2,4,4,1,2,3,3,1,5,3,2,1,2,3,3,4,5,2,2,3,1,5,2,1
Nama_3042,NIM_1752798,1,5,1,5,2,3,3,3,3,3,3,3,2,4,5,3,3,4,3,2,4,3,2,2,3,1,1,1,1,2,3,5,2,3,2,2,2,5,2,4
